99,3,192
95,3,126
91,3,123
87,3,89
83,3,91
79,3,94
77,3,60
74,3,54
72,3,54
65,5,21246
58,5,10118
54,5,6698
48,5,3282
44,5,1921
39,5,1000
35,5,507
31,7,14527
25,7,1985
20,15,2141
17,15,56
12,15,4
8,15,1
5,15,1
